askAccountId,askOrderId,bidAccountId,bidOrderId,fee,id,is_taker,orderType,price,quantity,realizedPnl,side,symbol,timestamp,timestamp_ns_partial
22919,"592418276700849152",14225,"592418274153071616","0.036074",388982916,true,"MARKET","137.0100000","0.58510625","0.000000","Sell","SOL/USDT-P",1764940324,690000000
132,"592415944358232064",22919,"592415944459944960","0.036240",388864560,true,"MARKET","137.8900000","0.58405065","-0.144845","Buy","SOL/USDT-P",1764931427,898000000
22919,"592415750854018048",14225,"592415750278349824","0.036175",388854787,true,"MARKET","137.6420000","0.58405065","0.000000","Sell","SOL/USDT-P",1764930689,350000000
22919,"592413310634951680",132,"592413309686513664","0.035112",388731272,true,"MARKET","139.7800000","0.55822110","-0.334933","Sell","SOL/USDT-P",1764921380,653000000
18678,"592412934345064448",22919,"592412937135588352","0.035263",388712616,true,"MARKET","140.3800000","0.55822110","0.000000","Buy","SOL/USDT-P",1764919955,866000000
22919,"592412664173167616",8434,"592412663900274688","0.035584",388698871,true,"MARKET","140.0469924","0.56464146","0.840177","Sell","SOL/USDT-P",1764918914,597000000
8434,"592411716741496832",22919,"592411718667207680","0.009006",388651016,true,"MARKET","138.5426072","0.14446170","0.000000","Buy","SOL/USDT-P",1764915307,779000000
14225,"592411716950426624",22919,"592411718667207680","0.026199",388651015,true,"MARKET","138.5646503","0.42017976","0.000000","Buy","SOL/USDT-P",1764915307,778000000
8434,"592411705244909572",22919,"592411706109199360","0.009006",388650386,true,"MARKET","138.6326707","0.14436785","-0.001828","Buy","SOL/USDT-P",1764915259,873000000
14225,"592411705907086336",22919,"592411706109199360","0.026162",388650385,true,"MARKET","138.6386108","0.41935661","-0.007806","Buy","SOL/USDT-P",1764915259,873000000
22919,"592410641103062016",18678,"592410640875257856","0.035164",388597009,true,"MARKET","138.6200000","0.56372446","0.000000","Sell","SOL/USDT-P",1764911197,197000000
14225,"592410564598432768",22919,"592410568585905152","0.026343",388593386,true,"MARKET","138.5953299","0.42239642","-0.027594","Buy","SOL/USDT-P",1764910920,566000000
8434,"592410566473809920",22919,"592410568585905152","0.009006",388593385,true,"MARKET","138.5926513","0.14440955","-0.009048","Buy","SOL/USDT-P",1764910920,566000000
22919,"592410553975833600",132,"592410553628491776","0.035333",388592657,true,"MARKET","138.5300000","0.56680597","0.000000","Sell","SOL/USDT-P",1764910864,843000000
22919,"592410220414895104",132,"592410219858362368","0.035193",388575932,true,"MARKET","138.3500000","0.56528948","-0.288863","Sell","SOL/USDT-P",1764909592,399000000
14254,"592409621723348992",22919,"592409621755593728","0.035323",388546475,true,"MARKET","138.8610000","0.56528948","0.000000","Buy","SOL/USDT-P",1764907308,695000000
8434,"592409555897155584",22919,"592409559673603072","0.009005",388543397,true,"MARKET","138.5544512","0.14444084","0.078800","Buy","SOL/USDT-P",1764907071,871000000
14254,"592409559665475584",22919,"592409559673603072","0.026004",388543396,true,"MARKET","138.5870000","0.41697779","0.213910","Buy","SOL/USDT-P",1764907071,871000000
22919,"592409081444828160",132,"592409081337872384","0.035141",388519326,true,"MARKET","139.1000000","0.56141863","0.000000","Sell","SOL/USDT-P",1764905247,573000000
14225,"592408887053517824",22919,"592408887669818368","0.026097",388509476,true,"MARKET","139.9457461","0.41441373","-0.085263","Buy","SOL/USDT-P",1764904508,380000000
8434,"592408886620454915",22919,"592408887669818368","0.009006",388509474,true,"MARKET","139.9336014","0.14302571","-0.027691","Buy","SOL/USDT-P",1764904508,380000000
22919,"592408610886124544",132,"592408610884550656","0.035053",388495569,true,"MARKET","139.7400000","0.55743944","0.000000","Sell","SOL/USDT-P",1764903452,535000000
22919,"592407854191215616",132,"592407854061977600","0.035432",388457676,true,"MARKET","139.2900000","0.56529479","-0.395504","Sell","SOL/USDT-P",1764900565,972000000
8434,"592407606643916804",22919,"592407611095909376","0.009006",388445394,true,"MARKET","139.9885892","0.14296437","-0.000001","Buy","SOL/USDT-P",1764899638,637000000
132,"592407609621610498",22919,"592407611095909376","0.026604",388445393,true,"MARKET","139.9900000","0.42233042","0.000000","Buy","SOL/USDT-P",1764899638,637000000
18678,"592407186130337793",22919,"592407188513752064","0.027282",388423925,true,"MARKET","139.8400000","0.43355086","-0.251459","Buy","SOL/USDT-P",1764898026,613000000
8434,"592407188086980609",22919,"592407188513752064","0.009005",388423923,true,"MARKET","139.8230521","0.14312807","-0.080589","Buy","SOL/USDT-P",1764898026,613000000
22919,"592406742053159936",18678,"592406737644945408","0.036138",388401265,true,"MARKET","139.2600000","0.57667893","0.000000","Sell","SOL/USDT-P",1764896323,503000000
8434,"592406413219463170",22919,"592406414850524160","0.009005",388384765,true,"MARKET","139.5166073","0.14343601","-0.072966","Buy","SOL/USDT-P",1764895075,323000000
132,"592406414719451136",22919,"592406414850524160","0.027583",388384763,true,"MARKET","139.5200000","0.43933781","-0.224987","Buy","SOL/USDT-P",1764895075,323000000
22919,"592405410457846784",14225,"592405409795933184","0.036454",388333873,true,"MARKET","139.0078987","0.58277382","0.000000","Sell","SOL/USDT-P",1764891243,868000000
22919,"592405390885127168",14225,"592405390193591296","0.036506",388332884,true,"MARKET","139.0436210","0.58345528","-0.213766","Sell","SOL/USDT-P",1764891169,204000000
132,"592404441918603264",22919,"592404443475215360","0.036602",388285363,true,"MARKET","139.4100000","0.58345528","0.000000","Buy","SOL/USDT-P",1764887555,123000000
22919,"592404398443070464",18678,"592404392223703040","0.036733",388283065,true,"MARKET","139.1400000","0.58667844","-0.366411","Sell","SOL/USDT-P",1764887383,338000000
8434,"592403443469516801",22919,"592403448438457344","0.009004",388234946,true,"MARKET","139.7485414","0.14317930","-0.000001","Buy","SOL/USDT-P",1764883759,360000000
8434,"592403443469254659",22919,"592403448438457344","0.027894",388234944,true,"MARKET","139.7697219","0.44349914","0.000000","Buy","SOL/USDT-P",1764883759,360000000
8434,"592403376919019521",22919,"592403378768708608","0.009004",388231421,true,"MARKET","139.8986096","0.14302571","-0.068780","Buy","SOL/USDT-P",1764883493,591000000
8434,"592403360587448322",22919,"592403378768708608","0.028568",388231420,true,"MARKET","139.8998007","0.45378590","-0.218768","Buy","SOL/USDT-P",1764883493,591000000
22919,"592402426448839680",22359,"592402425993495552","0.037442",388182828,true,"MARKET","139.4177073","0.59681161","0.000000","Sell","SOL/USDT-P",1764879860,778000000
18678,"592402362072563713",22919,"592402362173490176","0.039001",388179569,true,"MARKET","139.6200000","0.62076126","-0.621607","Buy","SOL/USDT-P",1764879615,587000000
22919,"592401414289622016",22359,"592401412421059584","0.038722",388130795,true,"MARKET","138.6186379","0.62076126","0.000000","Sell","SOL/USDT-P",1764875999,697000000
22919,"592401327169995776",8434,"592401326864072704","0.037684",388126112,true,"MARKET","139.0711950","0.60215693","-0.922956","Sell","SOL/USDT-P",1764875667,362000000
8434,"592401137838325761",22919,"592401138989401088","0.029096",388116285,true,"MARKET","140.6126730","0.45983350","-0.000001","Buy","SOL/USDT-P",1764874949,510000000
8434,"592401138789646337",22919,"592401138989401088","0.009003",388116284,true,"MARKET","140.5757475","0.14232343","0.000000","Buy","SOL/USDT-P",1764874949,510000000
22919,"592401042984928256",21031,"592401042792252416","0.000000",388111428,true,"MARKET","140.3370000","0.00000001","-0.000001","Sell","SOL/USDT-P",1764874583,282000000
22919,"592400057927468032",132,"592400057370411009","0.037709",388061317,true,"MARKET","141.6300000","0.59166688","-0.325416","Sell","SOL/USDT-P",1764870825,585000000
18678,"592399555060826112",22919,"592399555092808704","0.037855",388035507,true,"MARKET","142.1800000","0.59166689","0.000000","Buy","SOL/USDT-P",1764868907,424000000
22919,"592399461371347968",21031,"592399461183128576","0.014473",388030759,true,"MARKET","142.2620000","0.22607872","-0.046886","Sell","SOL/USDT-P",1764868549,905000000
22919,"592399461371347968",132,"592399460913643520","0.023178",388030757,true,"MARKET","142.2600000","0.36207518","-0.075811","Sell","SOL/USDT-P",1764868549,905000000
132,"592399106026242048",22919,"592399106457994240","0.028703",388012603,true,"MARKET","142.4700000","0.44771925","-0.000001","Buy","SOL/USDT-P",1764867196,18000000
8434,"592399105777729540",22919,"592399106457994240","0.009003",388012602,true,"MARKET","142.4674222","0.14043465","0.000000","Buy","SOL/USDT-P",1764867196,18000000
22919,"592399017877963776",8434,"592399017193242628","0.037317",388008055,true,"MARKET","142.7420195","0.58096147","-0.252910","Sell","SOL/USDT-P",1764866858,132000000
8434,"592395236600446977",22919,"592395243648975872","0.009006",387863822,true,"MARKET","143.1741549","0.13978683","-0.000001","Buy","SOL/USDT-P",1764852460,572000000
22359,"592395242067461120",22919,"592395243648975872","0.028424",387863821,true,"MARKET","143.1783626","0.44117464","0.000000","Buy","SOL/USDT-P",1764852460,572000000
8434,"592395164458156033",22919,"592395166879056896","0.000000",387859879,true,"MARKET","143.1041008","0.00000001","0.000001","Buy","SOL/USDT-P",1764852167,718000000
22919,"592394610509349888",132,"592394610414452736","0.032929",387831593,true,"MARKET","92944.40000","0.0007873120","0.000000","Sell","BTC/USDT-P",1764850045,334000000
22919,"592394610509349888",16430,"592394500693819392","0.004499",387831592,true,"MARKET","92952.47023","0.0001075721","0.000000","Sell","BTC/USDT-P",1764850045,334000000
22919,"592394608929932288",132,"592394608124887041","0.037464",387831508,true,"MARKET","3189.900000","0.026099654","0.000000","Sell","ETH/USDT-P",1764850039,311000000
132,"592394357310750720",22919,"592394357450736640","0.022892",387818735,true,"MARKET","3186.330000","0.015965950","0.011762","Buy","ETH/USDT-P",1764849079,993000000
21031,"592394357228176384",22919,"592394357450736640","0.014596",387818734,true,"MARKET","3186.290000","0.010180285","0.007905","Buy","ETH/USDT-P",1764849079,994000000
22919,"592393405734061056",132,"592393405499441153","0.022917",387770448,true,"MARKET","3187.020000","0.015979849","0.000001","Sell","ETH/USDT-P",1764845449,482000000
22919,"592393405734061056",21031,"592393405500228608","0.014580",387770447,true,"MARKET","3187.140000","0.010166386","0.000000","Sell","ETH/USDT-P",1764845449,482000000
132,"592393179572207616",22919,"592393181259105280","0.037606",387759037,true,"MARKET","93348.80000","0.0008952543","-0.005602","Buy","BTC/USDT-P",1764844593,185000000
132,"592393177343983616",22919,"592393180592997376","0.037665",387758993,true,"MARKET","3197.920000","0.026173604","-0.085587","Buy","ETH/USDT-P",1764844590,638000000
22919,"592392108759843840",16430,"592392003227222016","0.004499",387704756,true,"MARKET","93341.24949","0.0001071305","0.000001","Sell","BTC/USDT-P",1764840501,918000000
22919,"592392108759843840",16430,"592392003512958976","0.004499",387704755,true,"MARKET","93335.64884","0.0001071305","0.000000","Sell","BTC/USDT-P",1764840501,918000000
22919,"592392108759843840",16430,"592392003367469056","0.004499",387704754,true,"MARKET","93338.44917","0.0001071305","0.000001","Sell","BTC/USDT-P",1764840501,918000000
22919,"592392108759843840",16430,"592392047843082240","0.004499",387704753,true,"MARKET","93346.35572","0.0001071214","0.000000","Sell","BTC/USDT-P",1764840501,918000000
22919,"592392108759843840",16430,"592392048099459072","0.004499",387704752,true,"MARKET","93343.55516","0.0001071214","0.000000","Sell","BTC/USDT-P",1764840501,918000000
22919,"592392108759843840",22924,"592392098331492352","0.007561",387704751,true,"MARKET","93354.00000","0.0001800000","0.000000","Sell","BTC/USDT-P",1764840501,918000000
22919,"592392108759843840",132,"592392108144590850","0.003044",387704750,true,"MARKET","93334.40000","0.0000724838","0.000001","Sell","BTC/USDT-P",1764840501,918000000
22919,"592392108759843840",16430,"592391991784898560","0.004499",387704749,true,"MARKET","93336.29983","0.0001071362","0.000000","Sell","BTC/USDT-P",1764840501,918000000
22919,"592392107291313152",132,"592392107278991360","0.037626",387704672,true,"MARKET","3194.650000","0.026173604","0.000000","Sell","ETH/USDT-P",1764840496,317000000
