Market,Side,Date,Trade Value,Size,Price,Closed PnL,Fee,Role,Type
BNB,Open Long,2025-11-12 11:21:06,48.654475,0.050000,973.089500,-,0.0000,Taker,trade
BNB,Close Long,2025-11-12 11:14:25,68.144048,0.070000,973.486400,0.083902,0.0000,Taker,trade
TAO,Open Long,2025-11-12 10:47:59,55.543660,0.148000,375.295000,-,0.0000,Taker,trade
AAVE,Open Long,2025-11-12 10:41:15,60.115276,0.278000,216.242000,-,0.0000,Taker,trade
SOL,Open Long,2025-11-12 10:34:33,63.551446,0.398000,159.677000,-,0.0000,Taker,trade
BNB,Open Long,2025-11-12 10:34:30,68.060146,0.070000,972.287800,-,0.0000,Taker,trade
TAO,Close Long,2025-11-12 10:33:01,66.121713,0.177000,373.569000,-0.214878,0.0000,Taker,trade
TAO,Open Long,2025-11-12 10:27:36,66.336591,0.177000,374.783000,-,0.0000,Taker,trade
XMR,Close Long,2025-11-12 10:21:20,63.544260,0.164000,387.465000,0.261908,0.0000,Taker,trade
SOL,Close Long,2025-11-12 10:21:14,55.569150,0.350000,158.769000,0.100800,0.0000,Taker,trade
XMR,Open Long,2025-11-12 10:14:44,51.320444,0.133000,385.868000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-12 10:14:44,11.961908,0.031000,385.868000,-,0.0000,Taker,trade
ETHFI,Close Long,2025-11-12 10:14:10,66.307275,67.500000,0.982330,0.147150,0.0000,Taker,trade
SOL,Open Long,2025-11-12 10:07:41,55.468350,0.350000,158.481000,-,0.0000,Taker,trade
ETHFI,Open Long,2025-11-12 10:01:26,66.160125,67.500000,0.980150,-,0.0000,Taker,trade
BNB,Close Long,2025-11-12 09:54:43,67.604229,0.070000,965.774700,-0.089915,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 09:48:09,62.927436,0.132000,476.723000,-0.329076,0.0000,Taker,trade
ZEC,Open Long,2025-11-12 09:35:13,63.256512,0.132000,479.216000,-,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 09:33:31,63.901845,0.133000,480.465000,-0.355376,0.0000,Taker,trade
ZEC,Open Long,2025-11-12 09:28:25,64.257221,0.133000,483.137000,-,0.0000,Taker,trade
BNB,Open Long,2025-11-12 09:28:09,67.694144,0.070000,967.059200,-,0.0000,Taker,trade
LTC,Close Long,2025-11-12 09:14:26,64.078612,0.626000,102.362000,0.498922,0.0000,Taker,trade
BNB,Close Long,2025-11-12 09:12:58,67.720982,0.070000,967.442600,0.190624,0.0000,Taker,trade
LTC,Open Long,2025-11-12 09:08:46,63.579690,0.626000,101.565000,-,0.0000,Taker,trade
BNB,Open Long,2025-11-12 09:07:49,67.530358,0.070000,964.719400,-,0.0000,Taker,trade
BNB,Close Long,2025-11-12 09:00:30,67.444097,0.070000,963.487100,0.032774,0.0000,Taker,trade
BNB,Open Long,2025-11-12 08:55:24,67.411323,0.070000,963.018900,-,0.0000,Taker,trade
LTC,Close Long,2025-11-12 08:53:58,57.877131,0.571000,101.361000,0.002284,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 08:48:49,49.935375,0.105000,475.575000,0.450345,0.0000,Taker,trade
LTC,Open Long,2025-11-12 08:48:05,57.874847,0.571000,101.357000,-,0.0000,Taker,trade
TAO,Close Long,2025-11-12 08:42:10,57.621355,0.157000,367.015000,-0.749361,0.0000,Taker,trade
SOL,Close Long,2025-11-12 08:42:03,56.295142,0.358000,157.249000,0.350482,0.0000,Taker,trade
XMR,Close Long,2025-11-12 08:35:11,52.882566,0.138000,383.207000,-0.128400,0.0000,Taker,trade
ZEC,Open Long,2025-11-12 08:34:45,49.485030,0.105000,471.286000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-12 08:28:32,10.371726,0.027000,384.138000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-12 08:28:32,27.657936,0.072000,384.138000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-12 08:28:32,14.981304,0.039000,384.136000,-,0.0000,Taker,trade
SOL,Open Long,2025-11-12 08:27:51,55.944660,0.358000,156.270000,-,0.0000,Taker,trade
SOL,Close Long,2025-11-12 08:21:12,55.860172,0.358000,156.034000,0.294276,0.0000,Taker,trade
SOL,Open Long,2025-11-12 08:14:39,55.565896,0.358000,155.212000,-,0.0000,Taker,trade
SOL,Close Long,2025-11-12 08:00:42,49.117882,0.317000,154.946000,-0.312879,0.0000,Taker,trade
BCH,Close Long,2025-11-12 07:40:20,67.764298,0.133000,509.506000,-0.246848,0.0000,Taker,trade
TAO,Open Long,2025-11-12 07:40:13,58.370716,0.157000,371.788000,-,0.0000,Taker,trade
XMR,Close Long,2025-11-12 07:33:13,54.253088,0.142000,382.064000,0.047854,0.0000,Taker,trade
ICP,Close Long,2025-11-12 07:27:57,40.721312,6.520000,6.245600,-0.784356,0.0000,Taker,trade
SOL,Open Long,2025-11-12 07:21:21,49.430761,0.317000,155.933000,-,0.0000,Taker,trade
HYPE,Close Long,2025-11-12 07:13:10,49.898646,1.260000,39.602100,0.006048,0.0000,Taker,trade
HYPE,Open Long,2025-11-12 07:08:18,49.892598,1.260000,39.597300,-,0.0000,Taker,trade
XMR,Open Long,2025-11-12 07:08:15,54.205234,0.142000,381.727000,-,0.0000,Taker,trade
SOL,Close Long,2025-11-12 07:06:32,44.588830,0.286000,155.905000,-0.038896,0.0000,Taker,trade
XMR,Close Long,2025-11-12 07:06:21,49.585120,0.130000,381.424000,0.087360,0.0000,Taker,trade
TAO,Close Long,2025-11-12 07:06:14,21.108924,0.057000,370.332000,0.082878,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 06:59:07,60.936084,0.132000,461.637000,-1.019964,0.0000,Taker,trade
ICP,Open Long,2025-11-12 06:59:03,41.505668,6.520000,6.365900,-,0.0000,Taker,trade
SOL,Open Long,2025-11-12 06:41:25,44.627726,0.286000,156.041000,-,0.0000,Taker,trade
SOL,Close Long,2025-11-12 06:34:47,52.013934,0.333000,156.198000,0.225441,0.0000,Taker,trade
BNB,Close Long,2025-11-12 06:33:19,38.377780,0.040000,959.444500,-0.015532,0.0000,Taker,trade
BNB,Open Long,2025-11-12 06:27:20,38.393312,0.040000,959.832800,-,0.0000,Taker,trade
TAO,Open Long,2025-11-12 06:27:16,21.026046,0.057000,368.878000,-,0.0000,Taker,trade
TAO,Close Long,2025-11-12 06:25:22,21.753300,0.059000,368.700000,-0.023305,0.0000,Taker,trade
TAO,Open Long,2025-11-12 06:20:16,21.776605,0.059000,369.095000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-12 06:13:27,49.497760,0.130000,380.752000,-,0.0000,Taker,trade
SOL,Open Long,2025-11-12 06:11:12,51.788493,0.333000,155.521000,-,0.0000,Taker,trade
ZEC,Open Long,2025-11-12 06:11:08,61.956048,0.132000,469.364000,-,0.0000,Taker,trade
SOL,Close Long,2025-11-12 06:06:26,47.703502,0.307000,155.386000,0.004912,0.0000,Taker,trade
AVAX,Close Long,2025-11-12 06:06:17,52.038686,3.010000,17.288600,0.110467,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 05:59:30,61.864019,0.133000,465.143000,-0.678832,0.0000,Taker,trade
SOL,Open Long,2025-11-12 05:57:45,47.698590,0.307000,155.370000,-,0.0000,Taker,trade
AVAX,Open Long,2025-11-12 05:50:46,51.928219,3.010000,17.251900,-,0.0000,Taker,trade
ZEC,Open Long,2025-11-12 05:46:06,62.542851,0.133000,470.247000,-,0.0000,Taker,trade
BCH,Open Long,2025-11-12 05:46:02,68.011146,0.133000,511.362000,-,0.0000,Taker,trade
XMR,Close Long,2025-11-12 05:39:18,67.490100,0.180000,374.945000,-0.069120,0.0000,Taker,trade
BCH,Close Long,2025-11-12 05:32:35,53.551785,0.105000,510.017000,-0.077595,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 05:30:49,60.109485,0.129000,465.965000,0.884811,0.0000,Taker,trade
BCH,Open Long,2025-11-12 05:30:43,53.629380,0.105000,510.756000,-,0.0000,Taker,trade
SOL,Close Long,2025-11-12 05:19:21,52.022150,0.335000,155.290000,0.112225,0.0000,Taker,trade
ZEC,Open Long,2025-11-12 05:10:44,59.224674,0.129000,459.106000,-,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 05:03:34,15.751656,0.034000,463.284000,-0.082280,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 05:03:34,46.328400,0.100000,463.284000,-0.242000,0.0000,Taker,trade
SOL,Open Long,2025-11-12 05:03:29,51.909925,0.335000,154.955000,-,0.0000,Taker,trade
ZEC,Open Long,2025-11-12 04:56:44,62.404336,0.134000,465.704000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-12 04:56:41,67.559220,0.180000,375.329000,-,0.0000,Taker,trade
XMR,Close Long,2025-11-12 04:49:46,67.774860,0.180000,376.527000,-0.207764,0.0000,Taker,trade
XMR,Open Long,2025-11-12 04:43:01,40.038744,0.106000,377.724000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-12 04:43:01,27.943880,0.074000,377.620000,-,0.0000,Taker,trade
XMR,Close Long,2025-11-12 04:36:26,69.451775,0.185000,375.415000,-0.243830,0.0000,Taker,trade
SOL,Close Long,2025-11-12 04:36:19,49.990284,0.324000,154.291000,-0.113724,0.0000,Taker,trade
TAO,Close Long,2025-11-12 04:29:31,59.916538,0.166000,360.943000,-0.230574,0.0000,Taker,trade
BNB,Close Long,2025-11-12 04:29:22,57.527838,0.060000,958.797300,-0.118758,0.0000,Taker,trade
SOL,Open Long,2025-11-12 04:26:39,50.104008,0.324000,154.642000,-,0.0000,Taker,trade
TAO,Open Long,2025-11-12 04:22:15,60.147112,0.166000,362.332000,-,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 04:08:35,62.351004,0.134000,465.306000,-1.270588,0.0000,Taker,trade
SOL,Close Long,2025-11-12 03:55:27,50.450130,0.326000,154.755000,-0.003260,0.0000,Taker,trade
SOL,Open Long,2025-11-12 03:46:46,50.453390,0.326000,154.765000,-,0.0000,Taker,trade
BNB,Open Long,2025-11-12 03:40:06,57.646596,0.060000,960.776600,-,0.0000,Taker,trade
ZEC,Open Long,2025-11-12 03:33:26,63.621592,0.134000,474.788000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-12 03:33:22,69.695605,0.185000,376.733000,-,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 03:26:24,4.237371,0.009000,470.819000,0.060768,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 03:26:24,91.340826,0.194000,470.829000,1.311828,0.0000,Taker,trade
BNB,Close Long,2025-11-12 03:13:22,47.996360,0.050000,959.927200,-0.015235,0.0000,Taker,trade
XMR,Close Long,2025-11-12 03:13:15,15.362454,0.041000,374.694000,-0.057072,0.0000,Taker,trade
XMR,Close Long,2025-11-12 03:13:15,37.469500,0.100000,374.695000,-0.139100,0.0000,Taker,trade
SOL,Close Long,2025-11-12 03:02:43,50.828250,0.330000,154.025000,-0.056430,0.0000,Taker,trade
BNB,Open Long,2025-11-12 03:02:39,48.011595,0.050000,960.231900,-,0.0000,Taker,trade
SOL,Open Long,2025-11-12 02:59:47,50.884680,0.330000,154.196000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-12 02:49:06,53.028126,0.141000,376.086000,-,0.0000,Taker,trade
ZEC,Open Long,2025-11-12 02:49:03,94.205601,0.203000,464.067000,-,0.0000,Taker,trade
XMR,Close Long,2025-11-12 02:46:17,56.500950,0.150000,376.673000,0.371100,0.0000,Taker,trade
BNB,Close Long,2025-11-12 02:46:10,57.592302,0.060000,959.871700,-0.067836,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 02:39:32,60.158757,0.127000,473.691000,-0.056515,0.0000,Taker,trade
XMR,Open Long,2025-11-12 02:34:29,56.129850,0.150000,374.199000,-,0.0000,Taker,trade
BNB,Open Long,2025-11-12 02:27:16,57.660138,0.060000,961.002300,-,0.0000,Taker,trade
XMR,Close Long,2025-11-12 02:20:20,66.857216,0.179000,373.504000,1.075074,0.0000,Taker,trade
BNB,Close Long,2025-11-12 02:20:13,57.742974,0.060000,962.382900,0.122508,0.0000,Taker,trade
ZEC,Open Long,2025-11-12 02:13:42,60.215272,0.127000,474.136000,-,0.0000,Taker,trade
ZEC,Close Long,2025-11-12 02:11:50,83.649846,0.177000,472.598000,1.411929,0.0000,Taker,trade
ZEC,Open Long,2025-11-12 02:06:44,82.237917,0.177000,464.621000,-,0.0000,Taker,trade
BCH,Close Long,2025-11-12 01:17:54,60.606343,0.119000,509.297000,0.505393,0.0000,Taker,trade
BNB,Open Long,2025-11-12 01:12:49,57.620466,0.060000,960.341100,-,0.0000,Taker,trade
BCH,Open Long,2025-11-12 00:59:37,60.100950,0.119000,505.050000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-12 00:59:34,65.782142,0.179000,367.498000,-,0.0000,Taker,trade
BNB,Close Long,2025-11-12 00:52:55,47.846080,0.050000,956.921600,0.031740,0.0000,Taker,trade
XMR,Close Long,2025-11-12 00:33:26,52.331544,0.142000,368.532000,-0.245944,0.0000,Taker,trade
TAO,Close Long,2025-11-12 00:26:52,53.934752,0.148000,364.424000,-0.088800,0.0000,Taker,trade
SOL,Close Long,2025-11-12 00:20:22,51.328528,0.332000,154.604000,-0.727412,0.0000,Taker,trade
BNB,Open Long,2025-11-12 00:13:45,47.814340,0.050000,956.286800,-,0.0000,Taker,trade
BNB,Close Long,2025-11-12 00:11:55,57.361536,0.060000,956.025600,-0.246762,0.0000,Taker,trade
XMR,Open Long,2025-11-12 00:06:50,52.577488,0.142000,370.264000,-,0.0000,Taker,trade
BNB,Open Long,2025-11-12 00:06:47,57.608298,0.060000,960.138300,-,0.0000,Taker,trade
LTC,Close Long,2025-11-11 23:40:02,63.665602,0.637000,99.946000,-0.143962,0.0000,Taker,trade
XMR,Close Long,2025-11-11 23:30:34,58.560686,0.157000,372.998000,-0.065312,0.0000,Taker,trade
TAO,Open Long,2025-11-11 23:25:29,54.023552,0.148000,365.024000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-11 23:25:26,58.625998,0.157000,373.414000,-,0.0000,Taker,trade
LTC,Open Long,2025-11-11 23:25:22,63.809564,0.637000,100.172000,-,0.0000,Taker,trade
LTC,Close Long,2025-11-11 23:18:39,53.957760,0.537000,100.480000,0.171840,0.0000,Taker,trade
TAO,Close Long,2025-11-11 23:11:52,63.935025,0.175000,365.343000,-0.186025,0.0000,Taker,trade
LTC,Open Long,2025-11-11 23:07:11,53.785920,0.537000,100.160000,-,0.0000,Taker,trade
TAO,Open Long,2025-11-11 23:07:07,64.121050,0.175000,366.406000,-,0.0000,Taker,trade
TAO,Close Long,2025-11-11 22:58:17,92.833524,0.252000,368.387000,1.325016,0.0000,Taker,trade
SOL,Open Long,2025-11-11 22:45:18,52.055940,0.332000,156.795000,-,0.0000,Taker,trade
BNB,Close Long,2025-11-11 22:43:37,48.145885,0.050000,962.917700,-0.012350,0.0000,Taker,trade
BNB,Open Long,2025-11-11 22:38:32,48.158235,0.050000,963.164700,-,0.0000,Taker,trade
SOL,Close Long,2025-11-11 22:25:13,39.342995,0.251000,156.745000,0.084085,0.0000,Taker,trade
SOL,Close Long,2025-11-11 22:25:13,12.070135,0.077000,156.755000,0.026565,0.0000,Taker,trade
SOL,Open Long,2025-11-11 22:13:18,51.302480,0.328000,156.410000,-,0.0000,Taker,trade
TAO,Open Long,2025-11-11 22:06:45,91.508508,0.252000,363.129000,-,0.0000,Taker,trade
WLFI,Close Long,2025-11-11 21:46:21,59.726632,389.200000,0.153460,-0.735588,0.0000,Taker,trade
POPCAT,Close Long,2025-11-11 21:46:14,65.128088,432.400000,0.150620,-0.294032,0.0000,Taker,trade
XMR,Close Short,2025-11-11 21:44:27,50.992791,0.141000,361.651000,-0.000141,0.0000,Taker,trade
XMR,Open Short,2025-11-11 21:39:23,50.992650,0.141000,361.650000,-,0.0000,Taker,trade
BCH,Close Long,2025-11-11 21:31:31,51.194880,0.101000,506.880000,-0.208060,0.0000,Taker,trade
LTC,Close Long,2025-11-11 21:24:39,47.301419,0.473000,100.003000,0.058652,0.0000,Taker,trade
LTC,Open Long,2025-11-11 21:12:52,47.242767,0.473000,99.879000,-,0.0000,Taker,trade
BCH,Open Long,2025-11-11 21:12:49,51.402940,0.101000,508.940000,-,0.0000,Taker,trade
TAO,Close Short,2025-11-11 20:59:14,51.016700,0.140000,364.405000,0.134960,0.0000,Taker,trade
TAO,Open Short,2025-11-11 20:51:00,51.151660,0.140000,365.369000,-,0.0000,Taker,trade
ZEC,Close Short,2025-11-11 20:38:48,49.471905,0.105000,471.161000,1.207605,0.0000,Taker,trade
ZEC,Open Short,2025-11-11 20:06:12,50.679510,0.105000,482.662000,-,0.0000,Taker,trade
WLFI,Open Long,2025-11-11 19:46:11,58.225180,374.800000,0.155350,-,0.0000,Taker,trade
WLFI,Open Long,2025-11-11 19:46:11,2.237040,14.400000,0.155350,-,0.0000,Taker,trade
POPCAT,Open Long,2025-11-11 19:46:07,65.422120,432.400000,0.151300,-,0.0000,Taker,trade
XMR,Close Long,2025-11-11 12:30:38,45.342332,0.119000,381.028000,0.718165,0.0000,Taker,trade
LDO,Close Long,2025-11-11 12:30:38,47.868957,54.900000,0.871930,-0.604449,0.0000,Taker,trade
TRX,Close Long,2025-11-11 12:30:38,44.558535,149.100000,0.298850,-0.099897,0.0000,Taker,trade
UNI,Close Long,2025-11-11 12:30:38,14.911024,1.720000,8.669200,0.014276,0.0000,Taker,trade
BNB,Close Long,2025-11-11 12:30:38,39.167204,0.040000,979.180100,0.141584,0.0000,Taker,trade
LINK,Close Long,2025-11-11 12:30:38,51.531488,3.200000,16.103590,-0.226880,0.0000,Taker,trade
ZEC,Close Long,2025-11-11 12:23:46,50.767128,0.108000,470.066000,-2.509596,0.0000,Taker,trade
TRX,Open Long,2025-11-11 12:09:51,44.658432,149.100000,0.299520,-,0.0000,Taker,trade
LDO,Open Long,2025-11-11 12:09:48,48.473406,54.900000,0.882940,-,0.0000,Taker,trade
LINK,Open Long,2025-11-11 12:02:48,51.758368,3.200000,16.174490,-,0.0000,Taker,trade
ZRO,Close Long,2025-11-11 11:42:02,33.402600,21.000000,1.590600,-0.053550,0.0000,Taker,trade
RESOLV,Close Long,2025-11-11 11:07:24,33.370000,250.000000,0.133480,0.595500,0.0000,Taker,trade
UNI,Open Long,2025-11-11 11:00:32,14.896748,1.720000,8.660900,-,0.0000,Taker,trade
BNB,Open Long,2025-11-11 10:26:19,39.025620,0.040000,975.640500,-,0.0000,Taker,trade
XMR,Open Long,2025-11-11 10:26:16,44.624167,0.119000,374.993000,-,0.0000,Taker,trade
BNB,Close Long,2025-11-11 10:19:22,19.543094,0.020000,977.154700,-0.091492,0.0000,Taker,trade
ZEC,Open Long,2025-11-11 10:19:18,53.276724,0.108000,493.303000,-,0.0000,Taker,trade
XMR,Close Long,2025-11-11 10:11:58,49.898142,0.133000,375.174000,0.145901,0.0000,Taker,trade
AERO,Close Long,2025-11-11 10:05:03,44.111726,37.300000,1.182620,-1.999280,0.0000,Taker,trade
TRX,Close Long,2025-11-11 09:57:50,42.539901,142.900000,0.297690,0.102888,0.0000,Taker,trade
TAO,Close Long,2025-11-11 09:17:22,41.722236,0.111000,375.876000,-0.323010,0.0000,Taker,trade
ZRO,Open Long,2025-11-11 09:02:59,33.456150,21.000000,1.593150,-,0.0000,Taker,trade
SOL,Close Long,2025-11-11 08:55:56,53.778552,0.328000,163.959000,-0.018696,0.0000,Taker,trade
BCH,Close Long,2025-11-11 08:55:45,57.578976,0.112000,514.098000,-0.949760,0.0000,Taker,trade
RESOLV,Open Long,2025-11-11 08:34:53,32.774500,250.000000,0.131098,-,0.0000,Taker,trade
AERO,Open Long,2025-11-11 08:00:15,46.111006,37.300000,1.236220,-,0.0000,Taker,trade
XMR,Open Long,2025-11-11 08:00:11,49.752241,0.133000,374.077000,-,0.0000,Taker,trade
IP,Close Long,2025-11-11 07:46:23,55.570592,14.630000,3.798400,-2.724106,0.0000,Taker,trade
STRK,Close Long,2025-11-11 07:46:16,49.131036,307.800000,0.159620,-3.785940,0.0000,Taker,trade
TRX,Open Long,2025-11-11 07:25:41,42.437013,142.900000,0.296970,-,0.0000,Taker,trade
TAO,Open Long,2025-11-11 07:11:08,42.045246,0.111000,378.786000,-,0.0000,Taker,trade
XRP,Close Long,2025-11-11 07:11:01,46.755219,19.000000,2.460801,-0.548378,0.0000,Taker,trade
BNB,Open Long,2025-11-11 06:56:38,19.634586,0.020000,981.729300,-,0.0000,Taker,trade
SOL,Open Long,2025-11-11 06:50:03,53.797248,0.328000,164.016000,-,0.0000,Taker,trade
BCH,Open Long,2025-11-11 06:49:59,58.528736,0.112000,522.578000,-,0.0000,Taker,trade
TAO,Close Long,2025-11-11 06:28:59,50.631903,0.133000,380.691000,-1.983030,0.0000,Taker,trade
ICP,Close Long,2025-11-11 06:01:24,46.477598,7.190000,6.464200,-4.852531,0.0000,Taker,trade
STRK,Open Long,2025-11-11 05:40:43,52.916976,307.800000,0.171920,-,0.0000,Taker,trade
IP,Open Long,2025-11-11 05:40:39,58.294698,14.630000,3.984600,-,0.0000,Taker,trade
BCH,Close Long,2025-11-11 05:40:33,56.556900,0.108000,523.675000,-0.198396,0.0000,Taker,trade
ZEC,Close Long,2025-11-11 05:40:26,53.020722,0.102000,519.811000,-3.386910,0.0000,Taker,trade
BNB,Close Long,2025-11-11 05:33:22,58.909506,0.060000,981.825100,-1.271578,0.0000,Taker,trade
XRP,Open Long,2025-11-11 05:05:46,47.303597,19.000000,2.489663,-,0.0000,Taker,trade
AAVE,Close Long,2025-11-11 04:52:08,48.699435,0.215000,226.509000,-0.907300,0.0000,Taker,trade
SOL,Close Long,2025-11-11 04:52:01,51.196855,0.307000,166.765000,-1.214832,0.0000,Taker,trade
TAO,Open Long,2025-11-11 04:24:51,52.614933,0.133000,395.601000,-,0.0000,Taker,trade
TAO,Close Long,2025-11-11 04:08:54,70.068459,0.177000,395.867000,1.291392,0.0000,Taker,trade
ICP,Open Long,2025-11-11 03:57:06,51.330129,7.190000,7.139100,-,0.0000,Taker,trade
XMR,Close Long,2025-11-11 03:43:13,52.468800,0.136000,385.800000,-0.136000,0.0000,Taker,trade
ZEC,Open Long,2025-11-11 03:36:24,56.407632,0.102000,553.016000,-,0.0000,Taker,trade
BCH,Open Long,2025-11-11 03:36:21,56.755296,0.108000,525.512000,-,0.0000,Taker,trade
UNI,Close Long,2025-11-11 03:29:29,47.093500,5.000000,9.418700,-1.187000,0.0000,Taker,trade
BNB,Open Long,2025-11-11 03:29:22,40.121124,0.040000,1003.028100,-,0.0000,Taker,trade
BNB,Open Long,2025-11-11 03:29:22,20.059960,0.020000,1002.998000,-,0.0000,Taker,trade
BNB,Close Long,2025-11-11 03:27:26,70.322756,0.070000,1004.610800,0.748573,0.0000,Taker,trade
BCH,Close Long,2025-11-11 03:22:18,69.044467,0.131000,527.057000,1.568463,0.0000,Taker,trade
ZEC,Close Long,2025-11-11 03:22:11,52.360256,0.094000,557.024000,2.629180,0.0000,Taker,trade
AAVE,Open Long,2025-11-11 02:47:05,49.606735,0.215000,230.729000,-,0.0000,Taker,trade
SOL,Open Long,2025-11-11 02:47:01,22.366023,0.131000,170.733000,-,0.0000,Taker,trade
SOL,Open Long,2025-11-11 02:47:01,30.045664,0.176000,170.714000,-,0.0000,Taker,trade
AAVE,Close Long,2025-11-11 02:45:04,65.136642,0.282000,230.981000,2.081160,0.0000,Taker,trade
ZEC,Open Long,2025-11-11 01:10:00,49.731076,0.094000,529.054000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-11 00:27:37,52.604800,0.136000,386.800000,-,0.0000,Taker,trade
UNI,Open Long,2025-11-11 00:14:07,48.280500,5.000000,9.656100,-,0.0000,Taker,trade
TAO,Open Long,2025-11-11 00:06:53,68.777067,0.177000,388.571000,-,0.0000,Taker,trade
CRV,Close Long,2025-11-10 23:46:15,45.629077,87.100000,0.523870,1.810809,0.0000,Taker,trade
UNI,Close Long,2025-11-10 23:46:08,51.716826,5.740000,9.009900,3.954286,0.0000,Taker,trade
BCH,Open Long,2025-11-10 23:32:50,67.476004,0.131000,515.084000,-,0.0000,Taker,trade
BNB,Open Long,2025-11-10 23:25:24,69.574183,0.070000,993.916900,-,0.0000,Taker,trade
TAO,Close Long,2025-11-10 23:03:43,51.609320,0.133000,388.040000,1.514471,0.0000,Taker,trade
BNB,Close Long,2025-11-10 23:03:38,49.698640,0.050000,993.972800,0.606515,0.0000,Taker,trade
AAVE,Open Long,2025-11-10 22:38:41,63.055482,0.282000,223.601000,-,0.0000,Taker,trade
ZEC,Close Long,2025-11-10 22:31:57,48.584900,0.091000,533.900000,-4.566562,0.0000,Taker,trade
XRP,Close Long,2025-11-10 21:57:41,60.367056,24.000000,2.515294,-1.000032,0.0000,Taker,trade
SOL,Close Long,2025-11-10 21:55:31,47.897850,0.290000,165.165000,-0.739210,0.0000,Taker,trade
TRUMP,Close Long,2025-11-10 21:50:22,54.856008,6.120000,8.963400,-3.394764,0.0000,Taker,trade
CRV,Open Long,2025-11-10 21:43:34,43.818268,87.100000,0.503080,-,0.0000,Taker,trade
UNI,Open Long,2025-11-10 21:43:31,47.762540,5.740000,8.321000,-,0.0000,Taker,trade
UNI,Close Long,2025-11-10 21:30:11,63.310715,8.110000,7.806500,5.317727,0.0000,Taker,trade
ZEC,Open Long,2025-11-10 20:29:46,53.151462,0.091000,584.082000,-,0.0000,Taker,trade
TRUMP,Open Long,2025-11-10 19:49:15,58.250772,6.120000,9.518100,-,0.0000,Taker,trade
LTC,Close Long,2025-11-10 19:49:09,52.263115,0.485000,107.759000,-0.462845,0.0000,Taker,trade
UNI,Open Long,2025-11-10 19:28:53,57.992988,8.110000,7.150800,-,0.0000,Taker,trade
XRP,Open Long,2025-11-10 19:28:50,61.367088,24.000000,2.556962,-,0.0000,Taker,trade
MORPHO,Close Long,2025-11-10 19:21:55,32.252256,16.200000,1.990880,-0.222750,0.0000,Taker,trade
TRUMP,Close Long,2025-11-10 19:21:46,97.809092,10.540000,9.279800,3.715350,0.0000,Taker,trade
XMR,Close Long,2025-11-10 19:14:56,59.752720,0.152000,393.110000,-0.434112,0.0000,Taker,trade
TAO,Open Long,2025-11-10 19:01:19,50.094849,0.133000,376.653000,-,0.0000,Taker,trade
BNB,Open Long,2025-11-10 19:01:15,49.092125,0.050000,981.842500,-,0.0000,Taker,trade
BNB,Close Long,2025-11-10 18:47:42,59.115108,0.060000,985.251800,0.529014,0.0000,Taker,trade
POPCAT,Close Long,2025-11-10 18:07:15,63.071973,428.100000,0.147330,-0.021405,0.0000,Taker,trade
SOL,Open Long,2025-11-10 17:53:26,48.637060,0.290000,167.714000,-,0.0000,Taker,trade
LTC,Open Long,2025-11-10 17:46:40,51.095580,0.470000,108.714000,-,0.0000,Taker,trade
LTC,Open Long,2025-11-10 17:46:40,1.630380,0.015000,108.692000,-,0.0000,Taker,trade
MORPHO,Open Long,2025-11-10 17:12:25,32.475006,16.200000,2.004630,-,0.0000,Taker,trade
XMR,Open Long,2025-11-10 17:12:21,60.186832,0.152000,395.966000,-,0.0000,Taker,trade
TRUMP,Open Long,2025-11-10 17:12:18,94.093742,10.540000,8.927300,-,0.0000,Taker,trade
LTC,Close Long,2025-11-10 17:12:11,64.754360,0.605000,107.032000,-0.668525,0.0000,Taker,trade
TRUMP,Close Long,2025-11-10 17:05:10,72.601224,8.080000,8.985300,4.075552,0.0000,Taker,trade
BNB,Open Long,2025-11-10 16:45:37,58.586094,0.060000,976.434900,-,0.0000,Taker,trade
BNB,Close Long,2025-11-10 15:51:46,29.336823,0.030000,977.894100,-0.687774,0.0000,Taker,trade
POPCAT,Open Long,2025-11-10 15:37:40,63.093378,428.100000,0.147380,-,0.0000,Taker,trade
