symbol,side,entry_time,exit_time,hold_time_minutes,entry_price,exit_price,size,entry_cost,exit_value,pnl,pnl_pct,total_fees
BTC,LONG,2025-10-07 00:49:07,2025-10-07 01:40:47,51.666666666666664,,,,1243.16,1245.41,2.25,0.18099037935583512,1.0
BTC,SHORT,2025-11-02 10:16:00,2025-11-02 10:45:02,29.033333333333335,,,,107.17999999999999,107.07000000000001,0.10999999999998522,0.10263108788951786,0.08
BTC,LONG,2025-11-02 12:50:31,2025-11-02 12:57:39,7.133333333333334,,,,98.12,98.02,-0.10000000000000853,-0.10191602119854108,0.08
BTC,LONG,2025-11-02 16:38:10,2025-11-02 16:46:13,8.05,,,,83.57000000000001,83.59,0.01999999999999602,0.02393203302620081,0.06
BTC,SHORT,2025-11-02 17:29:56,2025-11-02 17:37:10,7.233333333333333,,,,93.35,93.5,-0.15000000000000568,-0.16068559185860276,0.08
BTC,LONG,2025-11-07 16:14:46,2025-11-07 16:15:08,0.36666666666666664,,,,15.43,15.41,-0.019999999999999574,-0.1296176279974049,0.02
BTC,SHORT,2025-11-07 16:17:47,2025-11-07 17:08:39,50.86666666666667,,,,15.41,15.48,-0.07000000000000028,-0.4542504866969519,0.02
BTC,LONG,2025-11-07 17:27:18,2025-11-07 17:33:09,5.85,,,,101.02000000000001,42.36,-58.66000000000001,-58.06770936448229,0.06
BTC,LONG,2025-11-07 17:27:18,2025-11-07 17:33:09,5.85,,,,274.21000000000004,333.74,59.52999999999997,21.709638598154687,0.24
BTC,LONG,2025-11-07 17:39:03,2025-11-07 17:44:30,5.45,,,,39.330000000000005,163.89000000000001,124.56,316.7048054919908,0.09000000000000001
BTC,LONG,2025-11-07 17:39:03,2025-11-07 17:44:30,5.45,,,,37.25,212.65,175.4,470.87248322147656,0.09999999999999999
BTC,SHORT,2025-11-07 17:50:02,2025-11-07 17:55:52,5.833333333333333,,,,375.24,36.309999999999995,338.93,90.32352627651636,0.16
BTC,SHORT,2025-11-07 18:01:37,2025-11-07 18:07:01,5.4,,,,374.68,374.46,0.22000000000002728,0.05871677164514446,0.3
BTC,SHORT,2025-11-07 18:18:17,2025-11-07 18:24:03,5.766666666666667,,,,374.62,374.51,0.11000000000001364,0.02936308792910513,0.3
BTC,SHORT,2025-11-07 18:40:43,2025-11-07 18:51:39,10.933333333333334,,,,374.99,38.32,336.67,89.78106082828876,0.16999999999999998
ETH,LONG,2025-10-30 13:41:20,2025-10-30 17:37:17,235.95,,,,29.87,117.7,87.83,294.04084365584197,0.060000000000000005
ETH,LONG,2025-10-30 13:44:16,2025-11-02 10:59:37,4155.35,,,,29.84,119.48,89.64,300.40214477211794,0.060000000000000005
ETH,LONG,2025-10-30 13:50:20,2025-11-02 11:44:09,4193.816666666667,,,,29.91,38.48,8.569999999999997,28.65262454028752,0.03
ETH,LONG,2025-10-30 13:56:34,2025-11-02 11:44:09,4187.583333333333,,,,29.85,38.48,8.629999999999995,28.911222780569496,0.03
ETH,LONG,2025-11-02 10:51:39,2025-11-02 11:44:09,52.5,,,,119.46,20.009999999999998,-99.44999999999999,-83.24962330487192,0.060000000000000005
ETH,LONG,2025-11-02 11:36:23,2025-11-02 12:57:38,81.25,,,,97.07000000000001,100.58,3.509999999999991,3.6159472545585563,0.08
ETH,LONG,2025-11-02 12:42:52,2025-11-02 15:33:45,170.88333333333333,,,,100.65,86.42,-14.230000000000004,-14.13810233482365,0.07
ETH,LONG,2025-11-02 15:26:27,2025-11-02 16:02:50,36.38333333333333,,,,86.42,94.58999999999999,8.169999999999987,9.453830131913895,0.07
ETH,LONG,2025-11-02 15:40:50,2025-11-02 16:23:51,43.016666666666666,,,,94.64,94.75,0.10999999999999943,0.116229923922231,0.08
ETH,LONG,2025-11-02 16:16:51,2025-11-02 16:46:12,29.35,,,,94.94000000000001,94.16,-0.7800000000000153,-0.8215715188540291,0.08
ETH,LONG,2025-11-02 16:31:08,2025-11-02 17:29:54,58.766666666666666,,,,94.33000000000001,76.61,-17.720000000000013,-18.785116081840357,0.07
ETH,LONG,2025-11-02 17:22:31,2025-11-03 20:48:19,1645.8,,,,76.69,21.919999999999998,-54.769999999999996,-71.41739470595905,0.04
ETH,LONG,2025-11-03 12:44:03,2025-11-03 21:06:38,502.5833333333333,,,,10.8,43.15,32.349999999999994,299.53703703703695,0.02
ETH,SHORT,2025-11-07 16:17:53,2025-11-07 17:08:51,50.96666666666667,,,,15.07,15.14,-0.07000000000000028,-0.46449900464499194,0.02
ETH,LONG,2025-11-03 14:02:28,2025-11-07 17:33:14,5970.766666666666,,,,11.22,376.72,365.5,3257.575757575757,0.15
ETH,LONG,2025-11-03 20:52:37,2025-11-07 17:44:36,5571.983333333334,,,,43.220000000000006,89.66,46.43999999999999,107.45025451180005,0.06
ETH,LONG,2025-11-07 17:27:22,2025-11-07 17:44:36,17.233333333333334,,,,375.23999999999995,286.28,-88.95999999999998,-23.707493870589488,0.26
ETH,SHORT,2025-11-07 17:50:05,2025-11-07 17:55:47,5.7,,,,375.19,376.46999999999997,-1.2799999999999727,-0.34116047869078936,0.3
ETH,SHORT,2025-11-07 18:18:20,2025-11-07 18:24:09,5.816666666666666,,,,374.85,375.08,-0.22999999999996135,-0.061357876483916586,0.3
ETH,SHORT,2025-11-07 18:29:38,2025-11-07 18:35:07,5.483333333333333,,,,374.56,375.15999999999997,-0.5999999999999659,-0.16018795386586018,0.3
ETH,SHORT,2025-11-07 18:40:39,2025-11-07 18:46:07,5.466666666666667,,,,374.71000000000004,375.2,-0.48999999999995225,-0.13076779376049535,0.3
ETH,SHORT,2025-11-07 18:51:33,2025-11-07 18:57:07,5.566666666666666,,,,374.99,375.77,-0.7799999999999727,-0.20800554681457442,0.3
ETH,SHORT,2025-11-07 19:02:38,2025-11-07 19:08:03,5.416666666666667,,,,374.77000000000004,375.71999999999997,-0.9499999999999318,-0.2534888064679488,0.3
DOGE,SHORT,2025-10-30 23:13:23,2025-10-30 23:24:18,10.916666666666666,0.18391,0.18475,,29.97,0.18,29.79,99.3993993993994,0.01
DOGE,LONG,2025-10-31 15:13:55,2025-10-31 15:19:28,5.55,0.18473,0.1844,,29.94,29.86,-0.08000000000000185,-0.2672010688042814,0.02
DOGE,LONG,2025-10-31 16:37:36,2025-10-31 16:45:20,7.733333333333333,0.18659,0.18734,,29.860000000000003,29.959999999999997,0.09999999999999432,0.33489618218350403,0.02
